vm_id,decision_timestamp,current_cpu,predicted_cpu_t5m,predicted_cpu_t10m,predicted_cpu_t15m,predicted_cpu_t30m,predicted_cpu_t45m,predicted_cpu_t60m,predicted_mean_cpu,predicted_peak_cpu,predicted_std_cpu,volatility_score,risk_score,risk_state
VM_023,1378766700,8.0333,5.9734,5.6477,5.5128,5.1131,5.7265,6.2481,5.6257,6.3203,0.4113,1.5645,0.3435,HIGH
VM_023,1378767000,4.5667,5.5167,5.3026,5.244,4.8835,5.6052,6.2348,5.4287,6.3159,0.4659,1.5664,0.3704,HIGH
VM_023,1378767300,4.7,5.4526,5.2153,5.0368,5.3755,6.0481,5.88,5.5902,6.2253,0.4197,1.5731,0.3446,HIGH
VM_023,1378767600,4.8667,4.9802,4.8664,4.8264,5.3877,5.8925,5.4441,5.3976,5.9939,0.4083,1.5716,0.3398,HIGH
VM_023,1378767900,4.9333,4.8956,4.9716,5.066,5.743,5.8585,5.1731,5.4969,6.1747,0.4082,1.5695,0.3527,HIGH
VM_023,1378768200,4.6333,4.8872,4.9579,4.998,5.6367,5.6766,4.8675,5.3753,6.1344,0.4005,1.5713,0.3515,HIGH
VM_023,1378768500,4.7667,5.2216,5.3444,5.4258,5.906,5.5476,4.8895,5.5002,5.906,0.2915,1.5713,0.3218,HIGH
VM_023,1378768800,4.6,4.9199,5.155,5.2896,5.7438,5.2204,4.4944,5.2471,5.7438,0.3618,1.5713,0.3494,HIGH
VM_023,1378769100,4.7,5.193,5.6108,5.9106,5.4094,4.9116,4.632,5.2894,5.9109,0.4093,1.573,0.3531,HIGH
VM_023,1378769400,4.9,5.3214,5.6726,5.8858,5.184,4.7712,4.7814,5.2063,5.8858,0.3851,1.5645,0.3326,HIGH
VM_023,1378769700,5.3,5.5543,5.6704,5.6789,5.1408,5.049,5.1097,5.2893,5.6789,0.2408,1.5245,0.2737,HIGH
VM_023,1378770000,6.6333,5.7156,5.6247,5.4904,5.0533,5.1794,5.2811,5.3002,5.7156,0.226,1.3498,0.2567,HIGH
VM_023,1378770300,8.4333,5.5579,5.3157,5.184,4.9117,5.4488,5.824,5.3053,5.9068,0.3508,1.1072,0.2675,HIGH
VM_023,1378770600,5.9667,5.3466,5.0992,4.9897,4.8231,5.5883,6.0447,5.2925,6.1849,0.4853,1.1015,0.3187,HIGH
VM_023,1378770900,4.7667,5.2846,5.1012,4.9603,5.2076,5.8288,5.7739,5.4177,6.0768,0.4056,1.0996,0.2891,HIGH
VM_023,1378771200,9.4667,6.6696,6.0944,5.405,5.4563,6.2057,6.5138,5.8611,6.7028,0.5817,1.3662,0.3541,HIGH
VM_023,1378771500,4.8667,4.9737,4.9712,5.065,5.6443,5.9564,5.5862,5.5423,6.0851,0.4125,1.3741,0.3081,HIGH
VM_023,1378771800,4.7,4.9742,4.9708,5.0641,5.894,6.1837,5.2559,5.6606,6.3644,0.5061,1.375,0.3413,HIGH
VM_023,1378772100,4.7,4.9222,5.151,5.4281,6.0554,5.7574,4.9543,5.5844,6.087,0.3966,1.3861,0.3156,HIGH
VM_023,1378772400,4.5333,5.0861,5.1751,5.41,6.1531,5.648,4.6082,5.5697,6.2494,0.5103,1.3615,0.3688,HIGH
VM_023,1378772700,4.7,5.2493,5.5893,5.8572,5.908,5.2425,4.6586,5.5038,6.0768,0.4351,1.3622,0.3425,HIGH
VM_023,1378773000,8.4333,5.9861,6.0274,6.123,6.0206,5.2038,4.9428,5.6495,6.1628,0.4439,1.4852,0.3349,HIGH
VM_023,1378773300,9.2667,6.4679,6.3246,6.1474,5.8061,5.4809,5.5493,5.8124,6.4679,0.3294,1.6657,0.3318,HIGH
VM_023,1378773600,9.1667,6.7666,6.6681,6.4768,5.6666,5.4121,5.6476,5.8903,6.7666,0.4893,1.7912,0.4051,HIGH
VM_023,1378773900,8.0333,6.0892,5.9324,5.7989,5.1901,5.6566,6.3111,5.6845,6.3237,0.4351,1.7912,0.3689,HIGH
VM_023,1378774200,4.5667,5.8396,5.7121,5.5891,4.9031,5.7791,6.5624,5.6449,6.6036,0.5496,1.7912,0.431,HIGH
VM_023,1378774500,4.7333,5.6575,5.4558,5.2621,5.3636,6.2064,6.142,5.7509,6.4975,0.4536,1.7903,0.3899,HIGH
VM_023,1378774800,4.7667,5.2669,5.0504,4.925,5.5662,6.2455,5.7492,5.6518,6.3793,0.4881,1.7929,0.4021,HIGH
VM_023,1378775100,4.8333,5.0536,4.9363,4.9691,6.0355,6.1569,5.1484,5.6327,6.452,0.5303,1.7953,0.4096,HIGH
VM_023,1378775400,4.7667,4.9522,4.9462,5.0071,6.0447,5.9034,4.9664,5.5468,6.3569,0.5015,1.7915,0.3967,HIGH
VM_023,1378775700,5.2667,5.2919,5.4286,5.5081,6.2014,5.6492,4.9949,5.6335,6.2014,0.3527,1.7806,0.3712,HIGH
VM_023,1378776000,4.6333,5.0891,5.4025,5.4842,6.2164,5.5619,4.9436,5.5703,6.2164,0.3889,1.7795,0.3789,HIGH
VM_023,1378776300,4.7,5.3385,5.8349,6.1087,5.7886,5.029,4.7944,5.4807,6.2176,0.4717,1.7795,0.3967,HIGH
VM_023,1378776600,4.7333,5.1846,5.8179,6.1581,5.519,4.8336,4.798,5.3554,6.181,0.5,1.784,0.3925,HIGH
VM_023,1378776900,5.0,5.594,6.0093,6.1372,5.152,4.9743,5.4166,5.4411,6.1372,0.412,1.7896,0.377,HIGH
VM_023,1378777200,4.6667,5.6706,5.7723,5.6604,4.7984,4.9766,5.2817,5.2486,5.7723,0.3401,1.7996,0.3461,HIGH
VM_023,1378777500,6.6667,5.4413,5.3553,5.2744,4.7497,5.2878,5.7065,5.2495,5.8485,0.339,1.7226,0.351,HIGH
VM_023,1378777800,4.7,5.2566,5.1819,5.1496,4.5363,5.3272,5.9268,5.1896,6.0781,0.4627,1.735,0.405,HIGH
VM_023,1378778100,4.8,5.1267,4.9774,4.8005,4.984,5.7201,5.6069,5.2935,5.9666,0.4125,1.7342,0.3678,HIGH
VM_023,1378778400,5.1667,4.6504,4.6048,4.5953,5.0976,5.8237,5.7047,5.2363,5.9911,0.5373,1.5388,0.3626,HIGH
VM_023,1378778700,9.2667,5.2792,5.059,4.8916,5.7992,6.0058,5.3051,5.5436,6.174,0.4302,1.7105,0.3712,HIGH
VM_023,1378779000,6.9667,5.1842,5.1007,5.0665,5.8605,5.8567,5.1598,5.5342,6.1912,0.3909,1.7155,0.3532,HIGH
VM_023,1378779300,4.7333,5.2983,5.4594,5.4908,6.0849,5.7185,5.152,5.6286,6.0849,0.2674,1.7146,0.3304,HIGH
VM_023,1378779600,4.6,5.1303,5.3513,5.4141,5.9779,5.4157,4.7482,5.4265,5.9779,0.3273,1.7125,0.3652,HIGH
VM_023,1378779900,4.8,5.4375,5.726,5.8742,5.8349,5.3364,4.9854,5.5647,5.9234,0.292,1.7098,0.3303,HIGH
VM_023,1378780200,4.6333,5.2925,5.6644,5.8844,5.566,5.0888,4.9656,5.4163,5.8886,0.305,1.6297,0.3183,HIGH
VM_023,1378780500,4.8667,5.6397,5.7689,5.7809,5.4246,5.2829,5.3115,5.4963,5.7809,0.178,1.4411,0.2438,HIGH
VM_023,1378780800,4.7,5.728,5.9189,5.9518,5.3356,5.1101,5.164,5.4554,5.9518,0.3076,1.2119,0.2551,HIGH
VM_023,1378781100,6.7333,5.4533,5.5653,5.6295,5.1034,5.3963,5.9189,5.4613,5.9969,0.2929,1.1078,0.2514,HIGH
VM_023,1378781400,4.5667,5.2765,5.3103,5.2748,4.6832,5.29,5.9927,5.2505,6.0705,0.4375,1.1078,0.3062,HIGH
VM_023,1378781700,4.6333,5.1467,5.0735,4.9644,5.1269,5.7717,5.7688,5.3944,6.0574,0.3946,1.1099,0.2774,HIGH
VM_023,1378782000,4.9,4.7769,4.6847,4.6373,4.9594,5.5303,5.3766,5.1166,5.7388,0.3963,1.1079,0.2736,HIGH
VM_023,1378782300,5.6667,5.0612,5.0016,5.0046,5.6605,5.851,5.2958,5.4868,6.0381,0.3726,1.1083,0.2648,HIGH
VM_023,1378782600,4.7333,5.0155,5.0115,5.0236,5.7202,5.7499,5.1028,5.4569,6.0558,0.3648,1.1089,0.2658,HIGH
VM_023,1378782900,4.6667,5.2397,5.4011,5.4153,5.8577,5.5621,5.1527,5.5256,5.8577,0.2038,1.1154,0.2265,HIGH
VM_023,1378783200,4.6333,5.1115,5.4101,5.465,5.7612,5.33,4.9686,5.4094,5.7877,0.2361,1.1154,0.24,HIGH
VM_023,1378783500,6.1667,5.6217,5.986,6.06,5.709,5.294,5.2997,5.6337,6.0823,0.2947,1.1252,0.2376,HIGH
VM_023,1378783800,6.3333,5.6877,5.9713,6.0155,5.5167,5.1415,5.2183,5.52,6.0155,0.3288,1.138,0.2559,HIGH
VM_023,1378784100,6.4333,5.9587,6.0728,5.9576,5.4414,5.3642,5.5896,5.6289,6.0728,0.2679,1.1559,0.2481,HIGH
VM_023,1378784400,4.7333,5.7096,5.821,5.6639,5.1554,5.2547,5.4425,5.4268,5.821,0.2358,1.1541,0.2351,HIGH
VM_023,1378784700,9.8,6.1271,5.9913,5.7695,5.417,5.9221,6.3528,5.8511,6.5709,0.3858,1.4424,0.3246,HIGH
VM_023,1378785000,6.9,5.8098,5.7276,5.5753,5.1664,5.9521,6.6317,5.7488,6.7991,0.5402,1.4557,0.3799,HIGH
VM_023,1378785300,4.7,5.6463,5.5352,5.3433,5.725,6.4191,6.1616,5.9134,6.6433,0.4479,1.4584,0.3475,HIGH
VM_023,1378785600,4.8333,5.308,5.0663,4.9022,5.4332,6.2952,5.8463,5.6302,6.3926,0.5278,1.4647,0.3642,HIGH
VM_023,1378785900,4.8333,5.37,5.2629,5.2511,6.3146,6.3539,5.3582,5.8848,6.709,0.5096,1.2491,0.3327,HIGH
VM_023,1378786200,4.7667,5.2407,5.1127,5.1233,6.1496,6.0611,5.1575,5.6962,6.5382,0.4879,1.2124,0.3242,HIGH
VM_023,1378786500,4.8,5.4016,5.6049,5.7112,6.2136,5.7385,5.3373,5.7601,6.2136,0.262,1.211,0.259,HIGH
VM_023,1378786800,4.7333,5.1462,5.4342,5.5307,5.9224,5.3491,4.9955,5.4604,5.9224,0.2677,1.2077,0.2646,HIGH
VM_023,1378787100,8.0667,5.941,6.2419,6.2656,5.9124,5.5126,5.4252,5.8429,6.3275,0.3155,1.321,0.2762,HIGH
VM_023,1378787400,4.8333,5.4582,5.943,6.1735,5.5052,5.1129,5.1677,5.5189,6.1735,0.3791,1.316,0.2988,HIGH
VM_023,1378787700,4.7333,5.781,6.0097,6.0227,5.3452,5.4022,5.6663,5.6385,6.0227,0.2524,1.319,0.2594,HIGH
VM_023,1378788000,4.8333,5.7246,5.801,5.6641,5.021,5.1642,5.4407,5.3697,5.801,0.2732,1.3158,0.2669,HIGH
VM_023,1378788300,6.4,5.566,5.5438,5.4708,5.3491,5.7262,5.9148,5.5968,6.0692,0.2434,1.3039,0.255,HIGH
VM_023,1378788600,4.7333,5.2614,5.221,5.1255,4.8654,5.5221,6.0515,5.3268,6.1542,0.4372,1.2993,0.3195,HIGH
VM_023,1378788900,4.7,5.2119,5.1881,5.0712,5.2503,5.7876,5.7631,5.455,6.0449,0.3402,1.2974,0.2893,HIGH
VM_023,1378789200,4.9333,4.978,4.9251,4.8223,5.1337,5.6956,5.5216,5.2926,5.8766,0.3725,1.2968,0.2915,HIGH
VM_023,1378789500,4.7,5.075,5.2097,5.2346,5.8734,5.9199,5.4091,5.6228,6.135,0.3355,1.3063,0.293,HIGH
VM_023,1378789800,4.8667,5.0099,5.0596,5.0463,5.808,5.7503,5.0818,5.4699,6.0999,0.369,1.3034,0.2962,HIGH
VM_023,1378790100,4.6333,5.0922,5.3129,5.3448,5.7722,5.5464,5.114,5.4719,5.7722,0.2218,1.3043,0.2478,HIGH
VM_023,1378790400,4.7333,5.0203,5.2409,5.2835,5.7685,5.451,5.0637,5.4125,5.7685,0.2302,1.3017,0.2555,HIGH
VM_023,1378790700,4.6,5.3723,5.6898,5.7532,5.4325,5.1885,5.1785,5.4381,5.7743,0.2188,1.3043,0.2378,HIGH
VM_023,1378791000,4.8,5.302,5.6704,5.758,5.3383,5.0607,5.061,5.3516,5.758,0.2677,1.2942,0.2486,HIGH
VM_023,1378791300,4.6667,5.5718,5.7984,5.7635,5.2024,5.2429,5.5037,5.4493,5.7984,0.2321,1.2793,0.2459,HIGH
VM_023,1378791600,4.8333,5.5041,5.6243,5.4993,5.029,5.104,5.2445,5.2653,5.6243,0.2127,1.2777,0.2441,HIGH
VM_023,1378791900,6.4,5.2836,5.4401,5.4672,5.1859,5.6114,5.8665,5.4825,6.0572,0.2683,0.8799,0.216,HIGH
VM_023,1378792200,4.8667,5.1439,5.2317,5.2078,4.9443,5.5751,6.0287,5.3653,6.21,0.4137,0.7955,0.2518,HIGH
VM_023,1378792500,4.9,5.1896,5.1568,5.0386,5.3472,5.8523,5.6526,5.4822,6.0455,0.3508,0.7928,0.2263,HIGH
VM_023,1378792800,6.0667,5.1115,4.9933,4.8666,5.2976,5.7858,5.5155,5.383,5.916,0.3678,0.8178,0.229,HIGH
VM_023,1378793100,6.0667,5.1918,5.3172,5.3585,5.8983,5.8349,5.3938,5.6455,6.0522,0.2852,0.8387,0.2094,HIGH
VM_023,1378793400,6.3,5.3576,5.3669,5.3003,5.9686,5.8683,5.2656,5.6652,6.1558,0.3068,0.8659,0.2164,HIGH
VM_023,1378793700,4.8667,5.3529,5.586,5.6328,5.9977,5.7483,5.4171,5.7091,5.9977,0.1859,0.8647,0.1872,HIGH
VM_023,1378794000,6.5,5.4522,5.586,5.5781,6.0335,5.6725,5.1326,5.6494,6.0335,0.225,0.8961,0.2215,HIGH
VM_023,1378794300,4.6,5.5743,5.8627,5.9697,5.8292,5.4913,5.3059,5.692,5.9764,0.2158,0.6838,0.167,MEDIUM
VM_023,1378794600,6.2333,5.7852,5.9781,6.0722,5.8476,5.4503,5.3356,5.7193,6.0722,0.2389,0.7148,0.1788,HIGH
VM_023,1378794900,8.9667,6.4526,6.3092,6.1443,5.9077,5.713,5.7812,5.9416,6.4526,0.2373,1.0408,0.2267,HIGH
VM_023,1378795200,5.4333,6.0936,6.0774,5.9951,5.7251,5.647,5.8046,5.8169,6.0936,0.182,1.0342,0.1984,HIGH
VM_023,1378795500,10.8,6.3744,6.2682,6.1031,5.753,6.1261,6.7298,6.1195,6.8846,0.4174,1.5019,0.3453,HIGH
VM_023,1378795800,9.2,6.4331,6.2448,6.0326,5.6989,6.336,7.043,6.1941,7.217,0.5443,1.6594,0.4033,HIGH
VM_023,1378796100,5.5667,6.1838,5.9075,5.7065,6.1296,6.7321,6.4548,6.267,6.9213,0.4316,1.6443,0.37,HIGH
VM_023,1378796400,5.0333,5.6916,5.4392,5.3225,5.9513,6.5236,6.0157,5.9793,6.6419,0.4514,1.6421,0.3668,HIGH
VM_023,1378796700,5.1,5.685,5.651,5.7195,6.6063,6.6474,5.8673,6.2486,6.9622,0.4538,1.6322,0.3645,HIGH
VM_023,1378797000,4.8,5.5434,5.4583,5.4747,6.4378,6.3264,5.4468,6.0045,6.7951,0.4631,1.634,0.3692,HIGH
VM_023,1378797300,4.5667,5.5991,5.7452,5.8624,6.5045,6.0765,5.3933,6.0126,6.5045,0.3356,1.6362,0.3414,HIGH
VM_023,1378797600,4.7,5.4152,5.6252,5.7601,6.4032,5.7955,5.1296,5.826,6.4032,0.3727,1.6372,0.3607,HIGH
VM_023,1378797900,4.5,5.6704,6.1497,6.4115,6.0934,5.5217,5.2636,5.9041,6.5665,0.4032,1.6406,0.3646,HIGH
VM_023,1378798200,4.8667,5.6554,6.1979,6.4632,5.7668,5.3068,5.3265,5.775,6.5243,0.4262,1.6388,0.3543,HIGH
VM_023,1378798500,5.5,5.9015,6.2287,6.2854,5.6513,5.5348,5.7499,5.8458,6.2854,0.2724,1.6219,0.3022,HIGH
VM_023,1378798800,9.3,6.5019,6.4223,6.1397,5.561,5.6565,5.843,5.8918,6.5019,0.3211,1.7501,0.3476,HIGH
VM_023,1378799100,10.8,6.6194,6.4109,6.1085,5.4323,5.9737,6.5636,6.0355,6.664,0.4492,2.0011,0.4025,HIGH
VM_023,1378799400,5.3667,5.9881,5.9414,5.8138,5.3206,6.0086,6.699,5.8983,6.8135,0.4867,1.9888,0.4318,HIGH
VM_023,1378799700,4.7,5.9241,5.8151,5.6362,5.6917,6.3993,6.4566,6.0382,6.7802,0.4142,1.9952,0.4116,HIGH
VM_023,1378800000,6.7667,5.8175,5.6275,5.4716,5.7919,6.462,6.2388,5.9989,6.6526,0.4185,1.9976,0.4066,HIGH
VM_023,1378800300,4.9333,5.5236,5.6224,5.6649,6.4399,6.609,5.9435,6.1823,6.9103,0.449,2.016,0.4227,HIGH
VM_023,1378800600,4.8667,5.5466,5.6184,5.6606,6.5729,6.5265,5.6605,6.1561,6.9724,0.4696,2.0348,0.4297,HIGH
VM_023,1378800900,4.7333,5.5828,5.7185,5.8021,6.5396,6.2155,5.4498,6.0461,6.5396,0.3606,2.0387,0.3905,HIGH
VM_023,1378801200,4.8,5.477,5.7251,5.9191,6.6045,6.0028,5.2651,5.9909,6.6045,0.4084,2.0558,0.4222,HIGH
VM_023,1378801500,4.7333,5.6137,6.079,6.3551,6.3082,5.7036,5.3793,5.9887,6.5548,0.377,2.0518,0.4023,HIGH
VM_023,1378801800,4.9,5.6268,6.0822,6.3293,6.0182,5.5157,5.4158,5.8554,6.4021,0.3342,2.0658,0.3818,HIGH
VM_023,1378802100,4.6667,5.67,6.0567,6.1953,5.7162,5.5602,5.724,5.8049,6.1953,0.2311,1.9858,0.3354,HIGH
VM_023,1378802400,4.8667,5.8042,6.0797,6.1128,5.4929,5.5396,5.7327,5.7529,6.1128,0.2384,1.9944,0.3421,HIGH
VM_023,1378802700,7.2667,5.7869,5.9166,5.9217,5.3195,5.8001,6.2979,5.806,6.4386,0.3262,1.7242,0.3536,HIGH
VM_023,1378803000,4.7333,5.5045,5.6215,5.6254,5.2765,5.8361,6.2761,5.7107,6.4673,0.3619,1.5622,0.3413,HIGH
VM_023,1378803300,4.7333,5.5752,5.571,5.509,5.6569,6.058,5.8647,5.7997,6.2495,0.2591,1.5699,0.2951,HIGH
VM_023,1378803600,5.1,5.4303,5.4216,5.3622,5.7317,6.0216,5.7557,5.7415,6.1297,0.2734,1.5692,0.2921,HIGH
VM_023,1378803900,4.7667,5.2808,5.4906,5.6332,6.2546,6.3309,5.9865,6.0238,6.5679,0.3942,1.5741,0.3542,HIGH
VM_023,1378804200,4.8333,5.3681,5.5425,5.5706,6.1661,6.1228,5.5993,5.9049,6.4509,0.3291,1.5735,0.33,HIGH
VM_023,1378804500,4.7333,5.4041,5.6934,5.7848,6.244,5.9985,5.4859,5.9104,6.2632,0.2657,1.5697,0.3031,HIGH
VM_023,1378804800,4.7,5.2787,5.5868,5.6651,6.1033,5.7514,5.2444,5.7314,6.1485,0.273,1.5697,0.3084,HIGH
VM_023,1378805100,4.8333,5.5603,5.9781,6.163,6.0017,5.4837,5.183,5.784,6.3352,0.3615,1.5623,0.3368,HIGH
VM_023,1378805400,8.2333,6.1286,6.384,6.3943,5.94,5.554,5.5087,5.9217,6.3943,0.3301,1.6534,0.3169,HIGH
VM_023,1378805700,4.7333,5.9231,6.2148,6.2474,5.7765,5.4789,5.6086,5.8101,6.2474,0.2758,1.6632,0.3043,HIGH
VM_023,1378806000,4.8,5.9289,6.1426,6.0923,5.5705,5.5535,5.7683,5.7749,6.1426,0.2342,1.4687,0.276,HIGH
VM_023,1378806300,10.1,6.4714,6.4082,6.2284,5.5967,5.964,6.5015,6.0668,6.6746,0.3838,1.3597,0.3091,HIGH
VM_023,1378806600,7.2333,6.128,6.0693,5.9499,5.5742,6.0988,6.5206,6.004,6.7783,0.3788,1.4119,0.3236,HIGH
VM_023,1378806900,4.6667,5.8195,5.8172,5.7021,5.8593,6.2978,6.0628,6.0048,6.5315,0.2916,1.4127,0.2962,HIGH
VM_023,1378807200,5.0,5.4399,5.4286,5.384,5.8435,6.1747,5.7821,5.8086,6.2676,0.3333,1.3867,0.286,HIGH
VM_023,1378807500,4.6667,5.38,5.4035,5.4449,6.1892,6.3299,5.672,5.9313,6.5796,0.416,1.3915,0.3204,HIGH
VM_023,1378807800,5.2667,5.4126,5.4811,5.5141,6.2219,6.1103,5.3708,5.8765,6.4879,0.3666,1.3877,0.3102,HIGH
VM_023,1378808100,4.6333,5.3709,5.4926,5.532,6.1361,5.8521,5.2371,5.7411,6.1361,0.2814,1.3898,0.2847,HIGH
VM_023,1378808400,5.4,5.485,5.6971,5.7782,6.2316,5.7034,5.1593,5.7823,6.2546,0.3049,1.3844,0.3072,HIGH
VM_023,1378808700,4.5333,5.5555,6.1003,6.3901,6.063,5.4361,5.2704,5.8435,6.4904,0.4138,1.3892,0.3226,HIGH
VM_023,1378809000,4.9333,5.7773,6.2244,6.4227,5.8136,5.3893,5.4808,5.8175,6.4227,0.3625,1.3887,0.3004,HIGH
VM_023,1378809300,5.2667,5.7855,6.0929,6.207,5.6194,5.4728,5.7342,5.7695,6.207,0.2597,1.3804,0.2714,HIGH
VM_023,1378809600,4.9333,5.8795,6.0753,6.0898,5.3787,5.4252,5.7186,5.6977,6.0898,0.2745,1.3793,0.2705,HIGH
VM_023,1378809900,7.2,5.9122,5.8897,5.8362,5.149,5.7619,6.3896,5.7624,6.5226,0.411,1.3755,0.339,HIGH
VM_023,1378810200,5.0,5.7636,5.7461,5.6939,5.1715,5.9059,6.5381,5.7742,6.7118,0.4749,1.3708,0.3581,HIGH
VM_023,1378810500,6.3333,5.8598,5.6615,5.4365,5.4741,6.1881,6.1223,5.8385,6.5097,0.3853,1.3744,0.322,HIGH
VM_023,1378810800,5.0,5.3549,5.2286,5.0924,5.4551,6.0979,5.9045,5.6379,6.2866,0.4203,1.3758,0.3207,HIGH
VM_023,1378811100,5.4333,5.3199,5.2421,5.1756,6.0195,6.2644,5.5739,5.7924,6.5299,0.4489,1.3672,0.3356,HIGH
VM_023,1378811400,4.9,5.2206,5.2472,5.2593,6.0368,6.0447,5.3099,5.7247,6.4733,0.41,1.3659,0.3234,HIGH
VM_023,1378811700,4.6,5.3261,5.5444,5.6607,6.1763,5.7938,5.2372,5.7531,6.1763,0.2948,1.3695,0.2868,HIGH
VM_023,1378812000,4.7,5.3316,5.5726,5.6993,6.0734,5.5453,5.0481,5.6449,6.1035,0.3045,1.3695,0.3006,HIGH
VM_023,1378812300,4.6333,5.4743,5.9616,6.2041,5.8613,5.2743,5.1628,5.6761,6.2827,0.3828,1.3744,0.3088,HIGH
VM_023,1378812600,4.9333,5.5863,6.0044,6.1884,5.6922,5.2514,5.3198,5.6491,6.1884,0.338,1.2493,0.2711,HIGH
VM_023,1378812900,4.7,5.7523,6.0405,6.0991,5.4226,5.3682,5.7256,5.6662,6.0991,0.2821,1.2501,0.2617,HIGH
VM_023,1378813200,4.8333,5.7665,5.9671,5.917,5.2109,5.3688,5.6749,5.5752,5.9671,0.2774,1.2494,0.2598,HIGH
VM_023,1378813500,6.4667,5.7215,5.8355,5.8704,5.1546,5.6848,6.3831,5.7126,6.5058,0.4146,0.7855,0.2606,HIGH
VM_023,1378813800,6.0667,5.6091,5.6271,5.5774,5.1395,5.8682,6.4504,5.6921,6.6565,0.4779,0.6851,0.2673,HIGH
VM_023,1378814100,4.5667,5.4079,5.3407,5.2241,5.4333,6.1351,5.976,5.6989,6.3913,0.4144,0.6886,0.2347,HIGH
VM_023,1378814400,5.0,5.2508,5.1234,4.983,5.4655,6.0462,5.73,5.569,6.1651,0.4182,0.6886,0.2282,HIGH
VM_023,1378814700,4.7,5.156,5.1385,5.1275,6.0006,6.1739,5.4349,5.7287,6.5268,0.469,0.6876,0.2537,HIGH
VM_023,1378815000,4.9333,5.2967,5.3675,5.391,6.087,6.0074,5.267,5.769,6.46,0.3853,0.6889,0.2295,HIGH
VM_023,1378815300,4.7667,5.348,5.5713,5.666,6.1747,5.7484,5.1577,5.7371,6.1747,0.3074,0.685,0.2082,HIGH
VM_023,1378815600,4.7667,5.3166,5.5715,5.6878,6.0687,5.5343,4.9993,5.6313,6.1291,0.3179,0.6876,0.2218,HIGH
VM_023,1378815900,4.5333,5.4517,6.0286,6.2591,5.7855,5.2804,5.2634,5.6834,6.3057,0.3868,0.6876,0.214,HIGH
VM_023,1378816200,4.8667,5.5781,6.1042,6.3186,5.5582,5.1914,5.4509,5.648,6.3186,0.3945,0.6885,0.2228,HIGH
VM_023,1378816500,4.6333,5.6862,5.9575,5.961,5.1806,5.2426,5.511,5.5139,5.961,0.3041,0.6952,0.1947,HIGH
VM_023,1378816800,5.2667,5.7412,5.84,5.7373,5.0435,5.3132,5.4711,5.4565,5.84,0.2686,0.695,0.1834,HIGH
VM_023,1378817100,7.4,5.6553,5.6192,5.5376,5.0031,5.557,5.9257,5.5049,6.1613,0.3328,0.7217,0.2296,HIGH
VM_023,1378817400,4.9333,5.4489,5.404,5.334,4.969,5.6066,5.9724,5.4541,6.2529,0.3822,0.7223,0.2445,HIGH
VM_023,1378817700,4.5667,5.2705,5.2561,5.1503,5.3298,5.8205,5.6664,5.5009,6.0735,0.32,0.6826,0.2081,HIGH
VM_023,1378818000,4.6167,5.1062,5.054,4.9667,5.3148,5.7457,5.5461,5.3946,5.9331,0.3369,0.6883,0.2084,HIGH
VM_023,1378818300,4.6667,5.0883,5.2205,5.258,5.7332,5.8345,5.3431,5.5708,6.0891,0.3105,0.6868,0.2065,HIGH
VM_023,1378818600,4.9,5.0659,5.29,5.3315,5.7364,5.7316,5.1493,5.5468,6.0414,0.2854,0.6868,0.2035,HIGH
VM_023,1378818900,4.7667,5.1501,5.4401,5.5067,5.8494,5.5531,4.9722,5.5268,5.8917,0.2591,0.6834,0.1964,HIGH
VM_023,1378819200,4.9333,5.1902,5.4503,5.4958,5.7758,5.4278,4.8648,5.4638,5.855,0.2638,0.6804,0.2044,HIGH
VM_023,1378819500,4.5,5.2819,5.6711,5.8309,5.5219,5.1542,4.9636,5.433,5.9022,0.299,0.6842,0.1988,HIGH
VM_023,1378819800,4.8667,5.4201,5.7385,5.8536,5.4273,5.0623,5.0048,5.3973,5.8586,0.3062,0.6847,0.1888,HIGH
VM_023,1378820100,4.8333,5.5578,5.8038,5.8408,5.3219,5.139,5.2527,5.4317,5.8408,0.2533,0.6826,0.1719,MEDIUM
VM_023,1378820400,4.9333,5.5768,5.7474,5.6994,5.0772,5.0584,5.253,5.3238,5.7474,0.2667,0.6818,0.1826,HIGH
VM_023,1378820700,6.4333,5.4661,5.5231,5.4765,4.9863,5.4265,5.8567,5.4133,6.003,0.3026,0.6787,0.2073,HIGH
VM_023,1378821000,5.0,5.355,5.4073,5.3441,4.9656,5.578,6.0993,5.4454,6.2815,0.4118,0.641,0.2379,HIGH
VM_023,1378821300,4.5333,5.1693,5.1992,5.0768,5.1671,5.69,5.6314,5.3976,5.9819,0.3148,0.6419,0.1994,HIGH
VM_023,1378821600,5.0667,5.0495,5.0273,4.8763,5.169,5.6747,5.4754,5.3162,5.8572,0.338,0.6422,0.1998,HIGH
VM_023,1378821900,4.7,5.0374,5.1913,5.2159,5.4884,5.7085,5.5375,5.4789,5.9164,0.2688,0.6422,0.1864,HIGH
VM_023,1378822200,4.8667,5.0621,5.1693,5.1543,5.5583,5.6529,5.1745,5.4323,5.8703,0.2587,0.6425,0.178,HIGH
VM_023,1378822500,5.1,5.1769,5.3716,5.3929,5.6205,5.517,5.1341,5.4509,5.6385,0.1518,0.6415,0.142,MEDIUM
VM_023,1378822800,4.7667,5.1031,5.2938,5.3318,5.5751,5.2739,4.82,5.3029,5.6053,0.2034,0.6415,0.1752,HIGH
